chordid	label	fifth	type
16387	dominant-ninth	4	chordtone
16388	major	0	chordtone
16388	major	5	ornament
16388	major	0	chordtone
16388	major	5	ornament
16388	major	3	chordtone
16389	dominant	4	chordtone
16389	dominant	1	chordtone
16389	dominant	4	chordtone
16390	half-diminished	-6	chordtone
16391	dominant	0	chordtone
16392	minor	0	ornament
16392	minor	-2	chordtone
16392	minor	0	ornament
16392	minor	-2	chordtone
16392	minor	1	chordtone
16393	minor-sixth	3	unknown
16393	minor-sixth	1	unknown
16393	minor-sixth	-3	chordtone
16393	minor-sixth	1	unknown
16394	major	1	ornament
16394	major	3	chordtone
16395	dominant-ninth	2	chordtone
16395	dominant-ninth	4	ornament
16396	dominant-ninth	0	chordtone
16397	dominant-ninth	1	chordtone
16398	major	0	chordtone
16399	major	1	chordtone
16399	major	-1	ornament
16399	major	4	chordtone
16399	major	1	chordtone
16399	major	-1	ornament
16399	major	4	chordtone
16400	dominant	-2	ornament
16400	dominant	3	chordtone
16400	dominant	-2	ornament
16400	dominant	1	ornament
16400	dominant	1	ornament
16400	dominant	2	ornament
16400	dominant	0	chordtone
16400	dominant	-2	ornament
16400	dominant	2	ornament
16400	dominant	0	chordtone
16400	dominant	5	ornament
16401	major	1	chordtone
16401	major	6	ornament
16401	major	1	chordtone
16401	major	4	chordtone
16401	major	4	chordtone
16401	major	1	chordtone
16402	diminished	3	chordtone
16403	dominant	4	chordtone
16404	major	0	chordtone
16404	major	0	chordtone
16405	diminished	0	chordtone
16405	diminished	3	chordtone
16406	dominant	-2	ornament
16406	dominant	-2	ornament
16406	dominant	0	chordtone
16406	dominant	2	ornament
16406	dominant	9	ornament
16406	dominant	4	unknown
16406	dominant	4	unknown
16407	augmented-seventh	4	chordtone
16407	augmented-seventh	0	chordtone
16408	major-sixth	3	chordtone
16409	diminished	3	unknown
16409	diminished	5	unknown
16410	dominant	2	ornament
16410	dominant	0	chordtone
16411	diminished	6	chordtone
16412	dominant	-2	chordtone
16413	major	1	chordtone
16413	major	-1	ornament
16413	major	4	chordtone
16413	major	1	chordtone
16413	major	-1	ornament
16413	major	4	chordtone
16414	dominant	-2	ornament
16414	dominant	3	chordtone
16414	dominant	-2	ornament
16414	dominant	1	ornament
16414	dominant	1	ornament
16414	dominant	0	chordtone
16415	major	4	chordtone
16415	major	4	chordtone
16415	major	4	chordtone
16416	minor	9	chordtone
16417	major	4	chordtone
16418	dominant	1	chordtone
16418	dominant	1	chordtone
16419	major	4	chordtone
16420	dominant	4	chordtone
16421	major	0	chordtone
16421	major	5	ornament
16421	major	0	chordtone
16421	major	1	chordtone
16421	major	1	chordtone
16421	major	5	ornament
16422	minor	0	chordtone
16423	dominant	0	unknown
16423	dominant	5	unknown
16423	dominant	0	unknown
16423	dominant	1	chordtone
16423	dominant	1	chordtone
16423	dominant	1	chordtone
16424	augmented-seventh	8	chordtone
16425	dominant	4	unknown
16425	dominant	2	ornament
16425	dominant	0	chordtone
16425	dominant	4	unknown
16425	dominant	2	ornament
16425	dominant	0	chordtone
16426	dominant	1	chordtone
16427	major	0	chordtone
16428	major	6	ornament
16428	major	5	unknown
16428	major	3	ornament
16428	major	1	chordtone
16429	diminished	-1	unknown
16429	diminished	-3	unknown
16430	dominant-ninth	0	chordtone
16430	dominant-ninth	0	chordtone
16431	major	0	chordtone
16431	major	5	ornament
16431	major	3	ornament
16431	major	1	chordtone
16431	major	6	ornament
16431	major	4	chordtone
16432	dominant	-2	chordtone
16433	minor	0	unknown
16433	minor	2	unknown
16433	minor	4	ornament
16433	minor	-1	chordtone
16433	minor	1	ornament
16434	diminished	-3	chordtone
16435	minor-seventh	-3	chordtone
16436	minor-sixth	0	chordtone
16437	major	4	chordtone
16437	major	4	chordtone
16437	major	4	chordtone
16438	dominant	1	chordtone
16438	dominant	1	chordtone
16439	dominant	0	chordtone
16440	major	0	chordtone
16440	major	5	ornament
16440	major	3	ornament
16440	major	1	chordtone
16441	diminished	-1	unknown
16441	diminished	-3	unknown
16442	dominant	0	chordtone
16442	dominant	0	chordtone
16443	major	0	unknown
16443	major	5	ornament
16443	major	3	chordtone
16443	major	1	ornament
16444	diminished	-11	unknown
16444	diminished	-6	unknown
16445	dominant	0	chordtone
16446	major	1	ornament
16446	major	-1	chordtone
16446	major	4	ornament
16446	major	2	unknown
16447	dominant	-1	chordtone
16447	dominant	1	ornament
16448	major	4	chordtone
16449	minor	3	chordtone
16450	dominant	-1	unknown
16450	dominant	1	unknown
16451	minor	-3	chordtone
16451	minor	1	chordtone
16451	minor	2	ornament
16452	dominant	0	chordtone
16453	major-seventh	2	chordtone
16454	major	0	chordtone
16454	major	0	chordtone
16454	major	5	ornament
16454	major	0	chordtone
16454	major	5	ornament
16454	major	2	ornament
16454	major	0	chordtone
16454	major	1	chordtone
16454	major	4	chordtone
16454	major	1	chordtone
16455	diminished	-6	chordtone
16456	dominant	4	unknown
16456	dominant	1	ornament
16456	dominant	1	ornament
16456	dominant	6	unknown
16456	dominant	1	ornament
16456	dominant	6	unknown
16456	dominant	3	chordtone
16456	dominant	1	ornament
16456	dominant	4	unknown
16456	dominant	0	chordtone
16456	dominant	1	ornament
16457	augmented	8	chordtone
16458	major	4	chordtone
16459	dominant	1	chordtone
16459	dominant	6	ornament
16459	dominant	1	chordtone
16459	dominant	6	ornament
16459	dominant	1	chordtone
16459	dominant	0	chordtone
16460	dominant	2	chordtone
16460	dominant	-5	chordtone
16461	dominant	1	unknown
16461	dominant	6	unknown
16461	dominant	1	unknown
16461	dominant	6	unknown
16461	dominant	1	unknown
16461	dominant	0	chordtone
16462	diminished	-6	chordtone
16463	minor	-3	chordtone
16464	dominant	0	ornament
16464	dominant	-2	chordtone
16464	dominant	0	ornament
16464	dominant	-2	chordtone
16464	dominant	0	ornament
16464	dominant	-2	chordtone
16465	diminished	-6	chordtone
16466	major	1	chordtone
16467	dominant	3	chordtone
16467	dominant	4	chordtone
16468	major	0	chordtone
16469	major	0	chordtone
16469	major	0	chordtone
16470	major	4	chordtone
16470	major	0	chordtone
16471	dominant	4	chordtone
16471	dominant	0	chordtone
16471	dominant	4	chordtone
16472	major	1	chordtone
16472	major	1	chordtone
16472	major	1	chordtone
16473	major	0	chordtone
16473	major	2	ornament
16473	major	9	ornament
16474	major	4	chordtone
16474	major	0	chordtone
16474	major	2	ornament
16475	dominant	3	chordtone
16475	dominant	3	chordtone
16475	dominant	4	chordtone
16475	dominant	1	ornament
16476	major	0	chordtone
16476	major	3	ornament
16476	major	-4	ornament
16476	major	1	chordtone
16476	major	1	chordtone
16476	major	2	ornament
16476	major	9	ornament
16477	major	4	chordtone
16477	major	0	chordtone
16477	major	4	chordtone
16478	dominant	0	chordtone
16478	dominant	4	chordtone
16479	major	1	chordtone
16479	major	1	chordtone
16480	major	0	chordtone
16480	major	3	ornament
16480	major	1	chordtone
16481	major	4	ornament
16481	major	1	chordtone
16481	major	-2	chordtone
16481	major	2	chordtone
16481	major	2	chordtone
16481	major	0	ornament
16481	major	-2	chordtone
16481	major	1	chordtone
16482	dominant	1	chordtone
16482	dominant	1	chordtone
16482	dominant	8	chordtone
16483	major	4	chordtone
16483	major	0	chordtone
16483	major	4	chordtone
16484	dominant	0	chordtone
16484	dominant	4	chordtone
16485	major	1	chordtone
16485	major	1	chordtone
16486	major	0	chordtone
16486	major	0	chordtone
16486	major	2	ornament
16486	major	9	ornament
16486	major	4	chordtone
16486	major	0	chordtone
16486	major	2	ornament
16487	dominant	3	chordtone
16487	dominant	3	chordtone
16487	dominant	4	chordtone
16487	dominant	1	ornament
16488	major	0	chordtone
16488	major	3	ornament
16488	major	-4	ornament
16488	major	1	chordtone
16488	major	1	chordtone
16488	major	0	chordtone
16488	major	2	ornament
16489	major	4	chordtone
16489	major	0	chordtone
16489	major	2	ornament
16490	dominant	4	chordtone
16490	dominant	4	chordtone
16490	dominant	0	chordtone
16490	dominant	2	ornament
16490	dominant	0	chordtone
16491	major	5	chordtone
16491	major	1	chordtone
16491	major	3	ornament
16492	minor	5	unknown
16492	minor	5	unknown
16492	minor	1	chordtone
16492	minor	3	ornament
16492	minor	1	chordtone
16493	major	4	chordtone
16493	major	0	chordtone
16493	major	2	ornament
16494	dominant	3	chordtone
16494	dominant	3	chordtone
16494	dominant	1	ornament
16495	major	0	chordtone
16495	major	4	chordtone
16495	major	-1	ornament
16495	major	6	ornament
16496	major	1	chordtone
16496	major	3	ornament
16496	major	1	chordtone
16496	major	1	chordtone
16496	major	4	chordtone
16496	major	-1	ornament
16496	major	6	ornament
16497	major	1	chordtone
16497	major	3	ornament
16497	major	1	chordtone
16497	major	1	chordtone
16497	major	4	chordtone
16497	major	0	chordtone
16497	major	1	chordtone
16498	major	4	unknown
16498	major	6	ornament
16498	major	1	chordtone
16498	major	3	ornament
16499	minor	5	unknown
16499	minor	3	ornament
16499	minor	1	chordtone
16499	minor	3	ornament
16500	major	1	chordtone
16500	major	4	chordtone
16500	major	-1	ornament
16501	dominant	2	ornament
16501	dominant	0	chordtone
16501	dominant	3	chordtone
16501	dominant	-2	ornament
16502	major	1	chordtone
16502	major	3	ornament
16502	major	1	chordtone
16502	major	1	chordtone
16502	major	4	chordtone
16502	major	-1	ornament
16502	major	6	ornament
16503	major	1	chordtone
16503	major	3	ornament
16503	major	1	chordtone
16503	major	1	chordtone
16503	major	3	ornament
16503	major	3	ornament
16503	major	10	ornament
16504	major	4	chordtone
16504	major	4	chordtone
16505	dominant	3	unknown
16505	dominant	3	unknown
16505	dominant	1	unknown
16505	dominant	-3	chordtone
16505	dominant	0	chordtone
16506	dominant	0	chordtone
16506	dominant	0	chordtone
16506	dominant	3	chordtone
16506	dominant	-2	ornament
16506	dominant	5	ornament
16507	major	1	chordtone
16507	major	3	ornament
16507	major	1	chordtone
16507	major	1	chordtone
16507	major	4	chordtone
16507	major	-1	ornament
16507	major	6	ornament
16507	major	1	chordtone
16507	major	3	ornament
16507	major	1	chordtone
16507	major	1	chordtone
16507	major	4	chordtone
16507	major	0	chordtone
16507	major	1	chordtone
16508	major	4	unknown
16508	major	6	ornament
16508	major	1	chordtone
16508	major	3	ornament
16509	minor	5	unknown
16509	minor	3	ornament
16509	minor	1	chordtone
16509	minor	3	ornament
16510	major	0	chordtone
16510	major	0	chordtone
16510	major	1	chordtone
16510	major	6	ornament
16510	major	1	chordtone
16511	minor-seventh	-2	chordtone
16511	minor-seventh	1	chordtone
16511	minor-seventh	-2	chordtone
16511	minor-seventh	-2	chordtone
16511	minor-seventh	1	chordtone
16511	minor-seventh	-2	chordtone
16511	minor-seventh	1	chordtone
16512	major	1	chordtone
16512	major	0	chordtone
16512	major	4	chordtone
16512	major	1	chordtone
16512	major	1	chordtone
16512	major	4	chordtone
16512	major	0	chordtone
16512	major	3	ornament
16513	dominant	1	chordtone
16513	dominant	-2	chordtone
16514	dominant	3	chordtone
16514	dominant	1	ornament
16514	dominant	-1	chordtone
16515	major	0	chordtone
16515	major	2	ornament
16515	major	9	ornament
16516	major	4	chordtone
16516	major	0	chordtone
16517	dominant	4	chordtone
16517	dominant	0	chordtone
16517	dominant	4	chordtone
16518	major	1	chordtone
16518	major	1	chordtone
16519	major	0	chordtone
16519	major	0	chordtone
16519	major	2	ornament
16519	major	9	ornament
16519	major	4	chordtone
16519	major	0	chordtone
16519	major	2	ornament
16519	major	4	chordtone
16520	dominant	3	chordtone
16520	dominant	4	chordtone
16520	dominant	1	ornament
16521	major	0	chordtone
16521	major	3	ornament
16521	major	-4	ornament
16521	major	1	chordtone
16521	major	1	chordtone
16521	major	0	chordtone
16521	major	2	ornament
16521	major	4	chordtone
16521	major	0	chordtone
16521	major	2	ornament
16522	dominant	4	chordtone
16522	dominant	4	chordtone
16522	dominant	0	chordtone
16522	dominant	2	ornament
16522	dominant	0	chordtone
16523	major	5	chordtone
16523	major	1	chordtone
16523	major	3	ornament
16523	major	5	chordtone
16523	major	5	chordtone
16523	major	1	chordtone
16523	major	3	ornament
16523	major	1	chordtone
16524	major	4	chordtone
16524	major	0	chordtone
16524	major	2	ornament
16524	major	4	chordtone
16525	dominant	3	chordtone
16525	dominant	4	chordtone
16525	dominant	1	ornament
16526	major	0	chordtone
16526	major	1	chordtone
16527	major	2	chordtone
16528	major	0	chordtone
16529	major	4	chordtone
16529	major	1	chordtone
16529	major	0	chordtone
16529	major	4	chordtone
16529	major	1	chordtone
16530	diminished	-2	chordtone
16531	dominant	0	chordtone
16531	dominant	4	chordtone
16531	dominant	1	chordtone
16531	dominant	0	chordtone
16531	dominant	0	chordtone
16532	major	4	chordtone
16532	major	1	chordtone
16532	major	0	chordtone
16532	major	4	chordtone
16532	major	1	chordtone
16533	diminished	-2	chordtone
16534	dominant	0	chordtone
16534	dominant	4	chordtone
16534	dominant	1	chordtone
16534	dominant	0	chordtone
16534	dominant	0	chordtone
16534	dominant	0	chordtone
16535	major	0	chordtone
16536	dominant	0	chordtone
16536	dominant	0	chordtone
16537	major	0	chordtone
16538	dominant	0	chordtone
16538	dominant	0	chordtone
16539	minor	0	chordtone
16539	minor	-3	chordtone
16539	minor	1	chordtone
16539	minor	-3	chordtone
16539	minor	0	chordtone
16539	minor	-3	chordtone
16539	minor	1	chordtone
16540	diminished	-7	chordtone
16540	diminished	-7	chordtone
16540	diminished	-7	chordtone
16540	diminished	-7	chordtone
16540	diminished	-7	chordtone
16541	major	0	chordtone
16541	major	1	ornament
16541	major	3	chordtone
16541	major	4	chordtone
16541	major	1	ornament
16541	major	3	chordtone
16541	major	0	chordtone
16542	major	4	unknown
16542	major	6	unknown
16542	major	1	unknown
16542	major	4	unknown
16543	major	2	ornament
16543	major	4	chordtone
16543	major	0	unknown
16543	major	4	chordtone
16543	major	0	unknown
16544	dominant	1	chordtone
16545	major	0	chordtone
16545	major	0	chordtone
16546	diminished	0	chordtone
16546	diminished	0	chordtone
16546	diminished	0	chordtone
16546	diminished	0	chordtone
16546	diminished	0	chordtone
16547	major	0	chordtone
16547	major	1	ornament
16547	major	3	chordtone
16547	major	4	chordtone
16547	major	1	ornament
16547	major	3	chordtone
16547	major	0	chordtone
16548	major	4	unknown
16548	major	6	unknown
16548	major	1	unknown
16548	major	4	unknown
16549	major	2	ornament
16549	major	4	chordtone
16549	major	0	unknown
16549	major	4	chordtone
16549	major	0	unknown
16549	major	2	ornament
16549	major	0	unknown
16549	major	4	chordtone
16549	major	0	unknown
16549	major	2	ornament
16549	major	0	unknown
16550	major	0	unknown
16550	major	0	unknown
16550	major	5	unknown
16551	dominant	-2	ornament
16551	dominant	3	chordtone
16551	dominant	3	chordtone
16551	dominant	-1	unknown
16551	dominant	1	ornament
16552	major	0	chordtone
16552	major	0	chordtone
16552	major	3	chordtone
16552	major	0	chordtone
16552	major	3	chordtone
16552	major	3	chordtone
16552	major	1	ornament
16553	diminished	-4	chordtone
16554	dominant	4	ornament
16554	dominant	4	ornament
16554	dominant	2	unknown
16554	dominant	4	ornament
16554	dominant	2	unknown
16554	dominant	2	unknown
16554	dominant	0	unknown
16554	dominant	2	unknown
16555	major	0	chordtone
16555	major	0	chordtone
16555	major	3	chordtone
16555	major	0	chordtone
16555	major	3	chordtone
16555	major	3	chordtone
16555	major	1	ornament
16555	major	3	chordtone
16556	major	0	unknown
16556	major	0	unknown
16556	major	5	unknown
16557	dominant	-2	ornament
16557	dominant	3	chordtone
16557	dominant	3	chordtone
16557	dominant	-1	unknown
16557	dominant	1	ornament
16558	major	0	chordtone
16558	major	0	chordtone
16558	major	3	chordtone
16558	major	0	chordtone
16558	major	0	chordtone
16559	dominant	0	chordtone
16560	dominant	0	chordtone
16561	dominant	0	chordtone
16561	dominant	4	chordtone
16561	dominant	1	chordtone
16561	dominant	0	chordtone
16561	dominant	1	chordtone
16562	minor	-3	chordtone
16563	dominant	1	chordtone
16564	minor	0	chordtone
16565	dominant-ninth	2	chordtone
16565	dominant-ninth	2	chordtone
16566	dominant	3	chordtone
16566	dominant	-1	unknown
16566	dominant	1	ornament
16567	major	0	chordtone
16567	major	0	chordtone
16568	major	0	chordtone
16568	major	0	chordtone
16569	major	0	chordtone
16569	major	2	ornament
16569	major	4	unknown
16569	major	0	chordtone
16569	major	3	chordtone
16569	major	1	ornament
16569	major	4	unknown
16569	major	1	ornament
16570	major	4	unknown
16570	major	6	ornament
16570	major	1	chordtone
16570	major	6	ornament
16570	major	4	unknown
16571	major	4	ornament
16571	major	-1	chordtone
16571	major	1	ornament
16571	major	0	chordtone
16571	major	2	ornament
16571	major	4	ornament
16571	major	0	chordtone
16571	major	3	chordtone
16572	major	1	chordtone
16572	major	4	chordtone
16572	major	1	chordtone
16573	dominant	0	chordtone
16573	dominant	0	chordtone
16574	major	1	chordtone
16574	major	1	chordtone
16575	major	0	chordtone
16575	major	2	ornament
16575	major	4	unknown
16575	major	0	chordtone
16575	major	3	chordtone
16575	major	1	ornament
16575	major	4	unknown
16575	major	1	ornament
16576	major	1	unknown
16576	major	3	ornament
16576	major	-2	chordtone
16576	major	3	ornament
16576	major	1	unknown
16577	major	4	ornament
16577	major	-1	chordtone
16577	major	1	ornament
16578	major	0	chordtone
16578	major	4	chordtone
16578	major	0	chordtone
16579	major	1	chordtone
16579	major	4	chordtone
16579	major	0	chordtone
16580	major	0	chordtone
16580	major	4	chordtone
16580	major	0	chordtone
16581	major	1	chordtone
16581	major	4	chordtone
16581	major	0	chordtone
16582	major	4	chordtone
16582	major	4	chordtone
16582	major	5	chordtone
16583	dominant	1	unknown
16583	dominant	3	unknown
16584	major	0	chordtone
16584	major	0	chordtone
16585	dominant-ninth	0	unknown
16585	dominant-ninth	2	unknown
16585	dominant-ninth	0	unknown
16586	major	3	ornament
16586	major	1	chordtone
16587	minor-sixth	1	chordtone
16587	minor-sixth	6	ornament
16588	dominant	0	chordtone
16589	minor-seventh	-1	chordtone
16590	dominant	0	chordtone
16591	augmented-seventh	0	chordtone
16592	major-seventh	1	chordtone
16592	major-seventh	4	chordtone
16592	major-seventh	4	chordtone
16592	major-seventh	4	chordtone
16592	major-seventh	4	chordtone
16592	major-seventh	1	chordtone
16592	major-seventh	3	ornament
16592	major-seventh	1	chordtone
16593	dominant	0	ornament
16593	dominant	-2	chordtone
16593	dominant	2	chordtone
16593	dominant	0	ornament
16594	dominant	0	chordtone
16595	minor-seventh	1	ornament
16595	minor-seventh	-1	chordtone
16596	dominant	0	chordtone
16597	augmented-seventh	0	chordtone
16598	dominant	1	unknown
16598	dominant	4	ornament
16598	dominant	4	ornament
16598	dominant	4	ornament
16598	dominant	4	ornament
16598	dominant	4	ornament
16598	dominant	4	ornament
16598	dominant	1	unknown
16598	dominant	-1	unknown
16599	major-seventh	5	chordtone
16599	major-seventh	1	chordtone
16599	major-seventh	1	chordtone
16599	major-seventh	1	chordtone
16599	major-seventh	1	chordtone
16599	major-seventh	1	chordtone
16599	major-seventh	1	chordtone
16599	major-seventh	1	chordtone
16600	minor-sixth	5	chordtone
16600	minor-sixth	1	unknown
16600	minor-sixth	1	unknown
16600	minor-sixth	1	unknown
16600	minor-sixth	1	unknown
16600	minor-sixth	6	unknown
16601	minor-seventh	-2	chordtone
16601	minor-seventh	1	chordtone
16601	minor-seventh	1	chordtone
16601	minor-seventh	1	chordtone
16601	minor-seventh	1	chordtone
16601	minor-seventh	1	chordtone
16601	minor-seventh	1	chordtone
16602	diminished-seventh	8	unknown
16602	diminished-seventh	6	unknown
16603	minor-seventh	-2	chordtone
16603	minor-seventh	1	chordtone
16603	minor-seventh	1	chordtone
16603	minor-seventh	1	chordtone
16603	minor-seventh	1	chordtone
16603	minor-seventh	1	chordtone
16603	minor-seventh	1	chordtone
16603	minor-seventh	1	chordtone
16604	diminished-seventh	-9	unknown
16604	diminished-seventh	-6	ornament
16604	diminished-seventh	-6	ornament
16604	diminished-seventh	-6	ornament
16604	diminished-seventh	-6	ornament
16604	diminished-seventh	-4	unknown
16604	diminished-seventh	-8	chordtone
16605	minor-seventh	-3	chordtone
16605	minor-seventh	1	chordtone
16605	minor-seventh	-3	chordtone
16606	dominant	-2	chordtone
16607	dominant-ninth	2	chordtone
16607	dominant-ninth	5	chordtone
16608	dominant	0	chordtone
16608	dominant	0	chordtone
16608	dominant	2	ornament
16608	dominant	0	chordtone
16609	major	3	ornament
16609	major	1	chordtone
16610	minor-sixth	1	chordtone
16610	minor-sixth	6	ornament
16611	dominant	0	chordtone
16612	minor-seventh	-1	chordtone
16613	dominant	0	chordtone
16614	augmented-seventh	0	chordtone
16615	major-seventh	1	chordtone
16615	major-seventh	4	ornament
16615	major-seventh	4	ornament
16615	major-seventh	4	ornament
16615	major-seventh	4	ornament
16615	major-seventh	0	ornament
16615	major-seventh	2	chordtone
16615	major-seventh	0	ornament
16615	major-seventh	2	chordtone
16615	major-seventh	0	ornament
16615	major-seventh	-3	ornament
16615	major-seventh	2	chordtone
16616	dominant	0	chordtone
16617	minor-seventh	0	chordtone
16618	dominant	1	chordtone
16618	dominant	3	ornament
16619	major-sixth	2	chordtone
16619	major-sixth	-5	unknown
16619	major-sixth	0	ornament
16619	major-sixth	0	ornament
16619	major-sixth	0	ornament
16619	major-sixth	0	ornament
16619	major-sixth	0	ornament
16619	major-sixth	0	ornament
16619	major-sixth	2	chordtone
16619	major-sixth	0	ornament
16620	minor-sixth	2	chordtone
16620	minor-sixth	0	ornament
16620	minor-sixth	-3	ornament
16620	minor-sixth	2	chordtone
16620	minor-sixth	2	chordtone
16620	minor-sixth	0	ornament
16620	minor-sixth	-3	ornament
16620	minor-sixth	2	chordtone
16620	minor-sixth	2	chordtone
16620	minor-sixth	0	ornament
16620	minor-sixth	0	ornament
16621	major-seventh	-1	ornament
16621	major-seventh	4	unknown
16621	major-seventh	1	chordtone
16621	major-seventh	4	unknown
16621	major-seventh	0	chordtone
16621	major-seventh	4	unknown
16621	major-seventh	0	chordtone
16621	major-seventh	3	ornament
16622	dominant	1	chordtone
16623	half-diminished	-1	ornament
16623	half-diminished	-3	chordtone
16623	half-diminished	-6	chordtone
16623	half-diminished	-1	ornament
16624	dominant	0	ornament
16624	dominant	-2	chordtone
16624	dominant	-5	unknown
16624	dominant	0	ornament
16625	minor-seventh	1	ornament
16625	minor-seventh	-1	chordtone
16625	minor-seventh	-1	chordtone
16625	minor-seventh	-1	chordtone
16626	dominant	0	chordtone
16626	dominant	8	unknown
16626	dominant	3	unknown
16626	dominant	-1	unknown
16627	dominant	1	chordtone
16628	major-sixth	0	chordtone
16629	minor	-3	ornament
16629	minor	-3	ornament
16629	minor	-1	chordtone
16630	major	-2	unknown
16630	major	3	ornament
16630	major	1	chordtone
16631	minor	0	chordtone
16631	minor	0	chordtone
16632	dominant	-2	chordtone
16632	dominant	1	chordtone
16633	minor	0	chordtone
16633	minor	0	chordtone
16634	dominant	-2	chordtone
16634	dominant	1	chordtone
16635	major	0	chordtone
16635	major	0	chordtone
16635	major	4	chordtone
16635	major	0	chordtone
16636	minor	-1	chordtone
16636	minor	-1	chordtone
16636	minor	-1	chordtone
16637	dominant	0	chordtone
16638	minor	-3	chordtone
16638	minor	-3	chordtone
16638	minor	-3	chordtone
16639	dominant	-2	chordtone
16640	minor	-1	chordtone
16640	minor	-1	chordtone
16641	dominant	1	chordtone
16641	dominant	-1	ornament
16641	dominant	4	chordtone
16642	major	0	chordtone
16643	minor	-3	chordtone
16643	minor	-3	chordtone
16643	minor	-1	ornament
16644	dominant	-2	chordtone
16644	dominant	3	ornament
16644	dominant	1	unknown
16645	major	4	chordtone
16645	major	4	chordtone
16646	dominant	-2	chordtone
16646	dominant	1	chordtone
16647	minor	0	chordtone
16647	minor	0	chordtone
16648	dominant	-2	chordtone
16648	dominant	1	chordtone
16649	major	0	chordtone
16649	major	0	chordtone
16649	major	4	chordtone
16649	major	0	chordtone
16650	minor	-1	chordtone
16650	minor	-1	chordtone
16650	minor	-1	chordtone
16651	dominant	0	chordtone
16652	major	1	chordtone
16652	major	1	chordtone
16652	major	1	chordtone
16653	dominant	-2	chordtone
16654	minor	-1	chordtone
16654	minor	-1	chordtone
16655	dominant	1	ornament
16655	dominant	-1	chordtone
16655	dominant	4	ornament
16656	major	0	chordtone
16657	major	0	unknown
16657	major	0	unknown
16657	major	0	unknown
16657	major	4	chordtone
16657	major	1	unknown
16657	major	4	chordtone
16657	major	0	unknown
16657	major	1	unknown
16657	major	3	unknown
16657	major	-2	unknown
16657	major	0	unknown
16657	major	-2	unknown
16657	major	3	unknown
16657	major	1	unknown
16657	major	1	unknown
16657	major	1	unknown
16658	major	4	chordtone
16658	major	4	chordtone
16658	major	4	chordtone
16658	major	1	chordtone
16658	major	0	chordtone
16658	major	1	chordtone
16658	major	4	chordtone
16658	major	4	chordtone
16658	major	1	chordtone
16658	major	0	chordtone
16658	major	1	chordtone
16658	major	0	chordtone
16658	major	4	chordtone
16658	major	0	chordtone
16659	minor	-1	chordtone
16659	minor	-1	chordtone
16659	minor	-1	chordtone
16660	major	0	chordtone
16661	minor	-1	chordtone
16661	minor	-1	chordtone
16661	minor	-1	chordtone
16662	major	0	chordtone
16663	minor	-1	chordtone
16663	minor	-1	chordtone
16663	minor	-1	chordtone
16664	major	0	chordtone
16665	minor	-1	chordtone
16665	minor	-1	chordtone
16666	major	1	chordtone
16666	major	-1	ornament
16666	major	4	chordtone
16667	major	0	chordtone
16668	major	0	chordtone
16668	major	3	ornament
16668	major	1	chordtone
16668	major	3	ornament
16669	dominant	4	unknown
16669	dominant	4	unknown
16669	dominant	2	unknown
16669	dominant	4	unknown
16670	major	4	chordtone
16670	major	2	ornament
16670	major	0	chordtone
16670	major	4	chordtone
16671	dominant	0	chordtone
16671	dominant	3	chordtone
16671	dominant	1	ornament
16671	dominant	0	chordtone
16672	major	0	chordtone
16672	major	5	ornament
16672	major	0	chordtone
16672	major	2	ornament
16673	dominant	-2	unknown
16673	dominant	3	ornament
16673	dominant	-4	unknown
16673	dominant	1	ornament
16673	dominant	-6	ornament
16674	dominant	0	chordtone
16674	dominant	0	chordtone
16674	dominant	0	chordtone
16674	dominant	0	chordtone
16675	major	3	ornament
16675	major	8	unknown
16675	major	3	ornament
16675	major	5	unknown
16675	major	3	ornament
16675	major	-4	ornament
16675	major	1	chordtone
16675	major	6	ornament
16675	major	6	ornament
16676	dominant	0	chordtone
16677	dominant	1	chordtone
16678	dominant	2	chordtone
16679	dominant	3	chordtone
16679	dominant	3	chordtone
16680	major	0	chordtone
16680	major	3	ornament
16680	major	1	chordtone
16680	major	3	ornament
16681	dominant	4	unknown
16681	dominant	4	unknown
16681	dominant	2	unknown
16681	dominant	4	unknown
16682	major	4	chordtone
16682	major	2	ornament
16682	major	0	chordtone
16682	major	4	chordtone
16683	dominant	0	chordtone
16683	dominant	3	chordtone
16683	dominant	1	ornament
16683	dominant	0	chordtone
16684	major	0	chordtone
16684	major	5	ornament
16684	major	0	chordtone
16684	major	2	ornament
16685	dominant	4	chordtone
16685	dominant	2	ornament
16685	dominant	0	unknown
16685	dominant	5	ornament
16685	dominant	-2	unknown
16686	major	4	unknown
16686	major	1	chordtone
16686	major	6	ornament
16686	major	-1	ornament
16686	major	4	unknown
16686	major	-3	unknown
16687	major	1	chordtone
16688	dominant	4	unknown
16688	dominant	2	ornament
16688	dominant	-5	ornament
16688	dominant	0	chordtone
16688	dominant	1	chordtone
16689	major	0	chordtone
16689	major	0	chordtone
16690	major-seventh	1	unknown
16690	major-seventh	4	chordtone
16690	major-seventh	4	chordtone
16690	major-seventh	4	chordtone
16690	major-seventh	4	chordtone
16690	major-seventh	-1	ornament
16690	major-seventh	-1	ornament
16690	major-seventh	1	unknown
16690	major-seventh	1	unknown
16691	dominant	2	chordtone
16691	dominant	-2	ornament
16691	dominant	-2	ornament
16691	dominant	3	chordtone
16692	major-seventh	1	unknown
16692	major-seventh	4	chordtone
